,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes
1251,Borophagus_hilli,19922,7.5,4.1,Late Hemphillian,Early Blancan,3.4,"Wang lists as Late Hemphillian or Early Blancan, haven't found a more precise dating online"
1225,Borophagus_hilli,19673,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan
1232,Borophagus_hilli,19808,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan
1273,Borophagus_hilli,19974,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan
1292,Borophagus_hilli,20063,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan
2050,Borophagus_hilli,178479,4.1,3,Medial Blancan,NA,1.1,"Fossil listed as 3.1-3.9Mya, so within our definition of Medial Blancan"
1181,Borophagus_littoralis,19553,12.5,10,Early Clarendonian,NA,2.5,Wang lists as Early Clarendonian
277,Borophagus_littoralis,19185,12.5,9.4,Clarendonian,NA,3.1,
278,Borophagus_littoralis,19322,12.5,9.4,Clarendonian,NA,3.1,
279,Borophagus_littoralis,19323,12.5,9.4,Clarendonian,NA,3.1,
280,Borophagus_littoralis,19324,12.5,9.4,Clarendonian,NA,3.1,
1092,Borophagus_littoralis,19380,10,9.4,Late Clarendonian,NA,0.6,Wang lists as Late Clarendonian
924,Borophagus_orc,18564,9.4,7.5,Early Hemphillian,NA,1.917,Wang says Late Early Hemphillian
936,Borophagus_orc,18601,9.4,7.5,Early Hemphillian,NA,1.917,Wang says Late Early Hemphillian
1740,Borophagus_orc,52582,5.333,3.6,Zanclean,NA,2.55,DELETE; paper says late Hemphillian
1143,Borophagus_parvus,19514,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems"
1192,Borophagus_parvus,19582,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems"
1202,Borophagus_parvus,19612,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems"
1016,Borophagus_pugnator,19023,9.4,7.5,Early Hemphillian,NA,2.15,Wang lists as early Hemphillian (and so does one of the comments in PBDB collection)
1021,Borophagus_pugnator,19036,9.4,7.5,Early Hemphillian,NA,2.15,Wang (source in collection) lists as Early Hemphillian
292,Borophagus_pugnator,18072,9.4,4.7,Hemphillian,NA,4.7,
293,Borophagus_pugnator,18111,9.4,4.7,Hemphillian,NA,4.7,
294,Borophagus_pugnator,18193,9.4,4.7,Hemphillian,NA,4.7,
295,Borophagus_pugnator,18254,9.4,4.7,Hemphillian,NA,4.7,
296,Borophagus_pugnator,18342,9.4,4.7,Hemphillian,NA,4.7,
297,Borophagus_pugnator,18415,9.4,4.7,Hemphillian,NA,4.7,
298,Borophagus_pugnator,18495,9.4,4.7,Hemphillian,NA,4.7,
299,Borophagus_pugnator,18504,9.4,4.7,Hemphillian,NA,4.7,
300,Borophagus_pugnator,18545,9.4,4.7,Hemphillian,NA,4.7,
301,Borophagus_pugnator,18563,9.4,4.7,Hemphillian,NA,4.7,
302,Borophagus_pugnator,18565,9.4,4.7,Hemphillian,NA,4.7,
303,Borophagus_pugnator,18601,9.4,4.7,Hemphillian,NA,4.7,
304,Borophagus_pugnator,18602,9.4,4.7,Hemphillian,NA,4.7,
902,Borophagus_pugnator,18513,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.7
909,Borophagus_pugnator,18532,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.8
926,Borophagus_pugnator,18573,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.9
544,Borophagus_secundus,18033,9.4,7.5,Early Hemphillian,NA,2.55,Wang is source and lists as Early Hemphillian
311,Borophagus_secundus,18097,9.4,4.7,Hemphillian,NA,4.7,
312,Borophagus_secundus,18140,9.4,4.7,Hemphillian,NA,4.7,
313,Borophagus_secundus,18166,9.4,4.7,Hemphillian,NA,4.7,
314,Borophagus_secundus,18175,9.4,4.7,Hemphillian,NA,4.7,
315,Borophagus_secundus,18198,9.4,4.7,Hemphillian,NA,4.7,
316,Borophagus_secundus,18241,9.4,4.7,Hemphillian,NA,4.7,
317,Borophagus_secundus,18304,9.4,4.7,Hemphillian,NA,4.7,
589,Borophagus_secundus,18091,7.5,4.7,Late Hemphillian,NA,2.55,Wang lists as Late Hemphillian
2114,Borophagus_secundus,18140,7.5,4.7,Late Hemphillian,NA,2.55,
859,Borophagus_secundus,18432,7.5,4.7,Late Hemphillian,NA,2.55,"All of the papers here that do define ""Late Hemphillian"" use 7.25-4.7, as Wang does"
898,Borophagus_secundus,18499,7.5,4.7,Late Hemphillian,NA,2.55,Also it's good to be conservative
2150,Borophagus_secundus,18713,7.5,4.7,Late Hemphillian,NA,2.55,
950,Borophagus_secundus,18715,7.5,4.7,Late Hemphillian,NA,2.55,
953,Borophagus_secundus,18732,7.5,4.7,Late Hemphillian,NA,2.55,
954,Borophagus_secundus,18736,7.5,4.7,Late Hemphillian,NA,2.55,
955,Borophagus_secundus,18737,7.5,4.7,Late Hemphillian,NA,2.55,
957,Borophagus_secundus,18739,7.5,4.7,Late Hemphillian,NA,2.55,
958,Borophagus_secundus,18740,7.5,4.7,Late Hemphillian,NA,2.55,
1895,Borophagus_secundus,18745,7.5,4.7,Late Hemphillian,NA,2.55,
960,Borophagus_secundus,18747,7.5,4.7,Late Hemphillian,NA,2.55,
961,Borophagus_secundus,18750,7.5,4.7,Late Hemphillian,NA,2.55,
2300,Borophagus_secundus,18970,7.5,4.7,Late Hemphillian,NA,2.55,
1116,Borophagus_secundus,19445,7.5,4.7,Late Hemphillian,NA,2.55,
1136,Borophagus_secundus,19473,7.5,4.7,Late Hemphillian,NA,2.55,
1193,Borophagus_secundus,19582,7.5,4.7,Late Hemphillian,NA,2.55,
1200,Borophagus_secundus,19604,7.5,4.7,Late Hemphillian,NA,2.55,
2042,Borophagus_secundus,157349,7.5,4.7,Late Hemphillian,NA,2.55,
2032,Borophagus_secundus,170201,7.5,4.7,Late Hemphillian,NA,2.55,
2076,Borophagus_secundus,189788,7.5,4.7,Late Hemphillian,NA,2.55,
2077,Borophagus_secundus,189790,7.5,4.7,Late Hemphillian,NA,2.55,
2151,Borophagus_secundus,212307,7.5,4.7,Late Hemphillian,NA,2.55,
201,Caedocyon_tedfordi,17493,29.5,24.7,Early Arikareean,NA,6.4,"DELETE; Wang sets this as Lower Arikaree group, and phylogeny seems to imply Early-Middle Arikareean"
343,Canis_anthus,11803,0.129,0.0117,Late Pleistocene,NA,0.1173,
344,Canis_antonii,231193,2.58,0.774,Early Pleistocene,,1.806,edited to early pleistocene as tedford
1211,Canis_armbrusteri,19617,1.8,0.85,Early Irvingtonian,NA,0.95,"Tedford says ""Early Irvingtonian of Arizona"" and defines Early Irvingtonian as 1.8-1mya, rounding from 0.9 (I assume he means 0.85 as that's Irvingtonian I)"
351,Canis_armbrusteri,20400,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford lists as Early Irvingtonian
346,Canis_armbrusteri,20289,1.8,0.21,Irvingtonian,NA,1.19,
350,Canis_armbrusteri,20351,1.8,0.21,Irvingtonian,NA,1.19,
352,Canis_armbrusteri,20401,1.8,0.21,Irvingtonian,NA,1.19,
353,Canis_armbrusteri,20415,1.8,0.21,Irvingtonian,NA,1.19,
360,Canis_armbrusteri,20537,1.8,0.21,Irvingtonian,NA,1.19,
357,Canis_armbrusteri,20558,1.8,0.21,Irvingtonian,NA,1.19,
358,Canis_armbrusteri,79919,1.8,0.21,Irvingtonian,NA,1.19,
347,Canis_armbrusteri,20290,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1342,Canis_armbrusteri,20302,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
349,Canis_armbrusteri,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1383,Canis_armbrusteri,20479,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
355,Canis_armbrusteri,20498,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
356,Canis_armbrusteri,20530,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1862,Canis_armbrusteri,152904,0.85,0.21,Late Irvingtonian,NA,0.64,Paper says Late Irvingtonian
,Canis_arnensis,NA,2.58,1.8,Gelasian,NA,0.78,See this paper
363,Canis_arnensis,34782,2.58,0.774,Early Pleistocene,NA,1.806,
364,Canis_arnensis,34783,2.58,0.774,Early Pleistocene,NA,1.806,
365,Canis_arnensis,35431,2.58,0.774,Early Pleistocene,NA,1.806,
366,Canis_arnensis,40997,2.58,0.774,Early Pleistocene,NA,1.806,
367,Canis_arnensis,41004,2.58,0.774,Early Pleistocene,NA,1.806,
368,Canis_arnensis,41006,2.58,0.774,Early Pleistocene,NA,1.806,
370,Canis_aureus,42866,0.774,0.129,Middle Pleistocene,NA,0.645,
371,Canis_aureus,43008,0.774,0.129,Middle Pleistocene,NA,0.645,
373,Canis_aureus,230985,0.774,0.129,Middle Pleistocene,NA,0.645,
372,Canis_aureus,230986,0.774,0.129,Middle Pleistocene,NA,0.645,
374,Canis_aureus,21877,0.129,0.0117,Late Pleistocene,NA,0.1173,
375,Canis_aureus,230984,0.129,0.0117,Late Pleistocene,NA,0.1173,
376,Canis_aureus,21690,0.0117,0,Holocene,NA,0.0117,
377,Canis_aureus,21907,0.0117,0,Holocene,NA,0.0117,
378,Canis_aureus,83304,0.0117,0,Holocene,NA,0.0117,
381,Canis_aureus,122304,0.0117,0,Holocene,NA,0.0117,
379,Canis_aureus,208786,0.0117,0,Holocene,NA,0.0117,
380,Canis_aureus,208787,0.0117,0,Holocene,NA,0.0117,
383,Canis_chihliensis,197069,2.58,0.774,Early Pleistocene,NA,1.806,
382,Canis_chihliensis,231023,2.58,0.774,Early Pleistocene,NA,1.806,edited to early Pleistocene based on Tedford et al .
384,Canis_edwardii,19963,4.1,3,Medial Blancan,NA,1.6,"Edited to middle Blancan based on Tedford; Bruno: C. edwardii range in the phylogeny seems to indicate Tedford has some different definition for medial Blancan. In Scope and Methods he only divides the Blancan into 4.7-3.7 and 3.7-1.8, so I'm not sure what medial Blancan is, but he seems convinced that edwardii was alive 3mya. I used Reppening's (1987) Blancan II-IV here to define medial Blancan as 4.2-2.6mya"
385,Canis_edwardii,19954,3,1.8,Late Blancan,NA,1.6,
390,Canis_edwardii,19751,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford
389,Canis_edwardii,20033,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford
387,Canis_edwardii,20074,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford
388,Canis_edwardii,20303,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford
391,Canis_edwardii,20322,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford
386,Canis_edwardii,20384,2.58,1.8,Gelasian,NA,0.78,
1210,Canis_edwardii,19617,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford says Early Irvingtonian
402,Canis_edwardii,20400,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford lists as Early Irvingtonian
414,Canis_edwardii,18500,1.8,0.21,Irvingtonian,NA,1.19,
394,Canis_edwardii,20150,1.8,0.21,Irvingtonian,NA,1.19,
395,Canis_edwardii,20299,1.8,0.21,Irvingtonian,NA,1.19,
396,Canis_edwardii,20301,1.8,0.21,Irvingtonian,NA,1.19,
397,Canis_edwardii,20308,1.8,0.21,Irvingtonian,NA,1.19,
398,Canis_edwardii,20319,1.8,0.21,Irvingtonian,NA,1.19,
399,Canis_edwardii,20329,1.8,0.21,Irvingtonian,NA,1.19,
400,Canis_edwardii,20334,1.8,0.21,Irvingtonian,NA,1.19,
401,Canis_edwardii,20351,1.8,0.21,Irvingtonian,NA,1.19,
403,Canis_edwardii,20494,1.8,0.21,Irvingtonian,NA,1.19,
404,Canis_edwardii,20499,1.8,0.21,Irvingtonian,NA,1.19,
405,Canis_edwardii,20528,1.8,0.21,Irvingtonian,NA,1.19,
406,Canis_edwardii,20536,1.8,0.21,Irvingtonian,NA,1.19,
407,Canis_edwardii,159674,1.8,0.21,Irvingtonian,NA,1.19,
408,Canis_edwardii,159675,1.8,0.21,Irvingtonian,NA,1.19,
409,Canis_edwardii,159676,1.8,0.21,Irvingtonian,NA,1.19,
410,Canis_edwardii,159677,1.8,0.21,Irvingtonian,NA,1.19,
411,Canis_edwardii,159678,1.8,0.21,Irvingtonian,NA,1.19,
412,Canis_edwardii,159679,1.8,0.21,Irvingtonian,NA,1.19,
1310,Canis_edwardii,20148,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford says late Irvingtonian
413,Canis_edwardii,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
415,Canis_etruscus,49254,2.58,1.8,MN 17,NA,0.78,
416,Canis_etruscus,49414,2.58,1.8,MN 17,NA,0.78,
417,Canis_etruscus,77773,2.58,1.8,Gelasian,NA,0.78,
418,Canis_etruscus,34446,2.58,0.774,Early Pleistocene,NA,1.806,
419,Canis_etruscus,34447,2.58,0.774,Early Pleistocene,NA,1.806,
420,Canis_etruscus,34782,2.58,0.774,Early Pleistocene,NA,1.806,
421,Canis_etruscus,34898,2.58,0.774,Early Pleistocene,NA,1.806,
422,Canis_etruscus,34911,2.58,0.774,Early Pleistocene,NA,1.806,
423,Canis_etruscus,39847,2.58,0.774,Early Pleistocene,NA,1.806,
424,Canis_etruscus,39848,2.58,0.774,Early Pleistocene,NA,1.806,
425,Canis_etruscus,40500,2.58,0.774,Early Pleistocene,NA,1.806,
426,Canis_etruscus,42241,2.58,0.774,Early Pleistocene,NA,1.806,
427,Canis_etruscus,44145,2.58,0.774,Early Pleistocene,NA,1.806,
428,Canis_etruscus,44146,2.58,0.774,Early Pleistocene,NA,1.806,
429,Canis_etruscus,47829,2.58,0.774,Early Pleistocene,NA,1.806,
430,Canis_etruscus,47831,2.58,0.774,Early Pleistocene,NA,1.806,
431,Canis_etruscus,50274,2.58,0.774,Early Pleistocene,NA,1.806,
432,Canis_etruscus,189026,2.58,0.774,Early Pleistocene,NA,1.806,
433,Canis_etruscus,189574,2.58,0.774,Early Pleistocene,NA,1.806,
442,Canis_falconeri,36112,2.58,1.8,MN 17,NA,0.78,
444,Canis_falconeri,47129,2.58,1.8,MN 17,NA,0.78,
443,Canis_falconeri,77773,2.58,1.8,Gelasian,NA,0.78,
445,Canis_falconeri,32145,2.58,0.774,Early Pleistocene,NA,1.806,
446,Canis_falconeri,34898,2.58,0.774,Early Pleistocene,NA,1.806,
447,Canis_falconeri,40997,2.58,0.774,Early Pleistocene,NA,1.806,
448,Canis_falconeri,41003,2.58,0.774,Early Pleistocene,NA,1.806,
449,Canis_falconeri,41006,2.58,0.774,Early Pleistocene,NA,1.806,
450,Canis_falconeri,44146,2.58,0.774,Early Pleistocene,NA,1.806,
451,Canis_falconeri,231192,2.58,0.774,Early Pleistocene,NA,1.806,
459,Canis_latrans,20143,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
460,Canis_latrans,20150,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
467,Canis_latrans,20290,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1342,Canis_latrans,20302,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
471,Canis_latrans,20327,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
472,Canis_latrans,20329,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
473,Canis_latrans,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
474,Canis_latrans,20347,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
475,Canis_latrans,20387,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
477,Canis_latrans,20477,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
478,Canis_latrans,20498,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
1393,Canis_latrans,20500,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
488,Canis_latrans,20501,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
481,Canis_latrans,20530,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
486,Canis_latrans,20532,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
483,Canis_latrans,20559,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
487,Canis_latrans,152653,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
485,Canis_latrans,159680,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian
489,Canis_latrans,20491,0.21,0.014,Rancholabrean,NA,0.196,
490,Canis_latrans,150336,0.21,0.014,Rancholabrean,NA,0.196,
491,Canis_latrans,150336,0.21,0.014,Rancholabrean,NA,0.196,
494,Canis_latrans,195112,0.21,0.014,Rancholabrean,NA,0.196,
492,Canis_latrans,195939,0.21,0.014,Rancholabrean,NA,0.196,
493,Canis_latrans,206992,0.21,0.014,Rancholabrean,NA,0.196,
495,Canis_latrans,225289,0.21,0.014,Rancholabrean,NA,0.196,
496,Canis_latrans,20273,0.129,0.0117,Late Pleistocene,NA,0.1173,
1336,Canis_latrans,20295,0.129,0.0117,Late Pleistocene,NA,0.1173,Paper lists as Late Pleistocene
497,Canis_latrans,20569,0.129,0.0117,Late Pleistocene,NA,0.1173,
498,Canis_latrans,20600,0.129,0.0117,Late Pleistocene,NA,0.1173,
499,Canis_latrans,20612,0.129,0.0117,Late Pleistocene,NA,0.1173,
500,Canis_latrans,20617,0.129,0.0117,Late Pleistocene,NA,0.1173,
501,Canis_latrans,20619,0.129,0.0117,Late Pleistocene,NA,0.1173,
502,Canis_latrans,20635,0.129,0.0117,Late Pleistocene,NA,0.1173,
503,Canis_latrans,20641,0.129,0.0117,Late Pleistocene,NA,0.1173,
504,Canis_latrans,20642,0.129,0.0117,Late Pleistocene,NA,0.1173,
505,Canis_latrans,20644,0.129,0.0117,Late Pleistocene,NA,0.1173,
506,Canis_latrans,20646,0.129,0.0117,Late Pleistocene,NA,0.1173,
507,Canis_latrans,20653,0.129,0.0117,Late Pleistocene,NA,0.1173,
508,Canis_latrans,34269,0.129,0.0117,Late Pleistocene,NA,0.1173,
509,Canis_latrans,71308,0.129,0.0117,Late Pleistocene,NA,0.1173,
510,Canis_latrans,73752,0.129,0.0117,Late Pleistocene,NA,0.1173,
530,Canis_latrans,74292,0.129,0.0117,Late Pleistocene,NA,0.1173,
511,Canis_latrans,74953,0.129,0.0117,Late Pleistocene,NA,0.1173,
512,Canis_latrans,76059,0.129,0.0117,Late Pleistocene,NA,0.1173,
513,Canis_latrans,79582,0.129,0.0117,Late Pleistocene,NA,0.1173,
514,Canis_latrans,79630,0.129,0.0117,Late Pleistocene,NA,0.1173,
515,Canis_latrans,79683,0.129,0.0117,Late Pleistocene,NA,0.1173,
533,Canis_latrans,80232,0.129,0.0117,Late Pleistocene,NA,0.1173,
516,Canis_latrans,93103,0.129,0.0117,Late Pleistocene,NA,0.1173,
517,Canis_latrans,93141,0.129,0.0117,Late Pleistocene,NA,0.1173,
518,Canis_latrans,93181,0.129,0.0117,Late Pleistocene,NA,0.1173,
519,Canis_latrans,93182,0.129,0.0117,Late Pleistocene,NA,0.1173,
520,Canis_latrans,93251,0.129,0.0117,Late Pleistocene,NA,0.1173,
521,Canis_latrans,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,
522,Canis_latrans,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,
527,Canis_latrans,93332,0.129,0.0117,Late Pleistocene,NA,0.1173,
523,Canis_latrans,93333,0.129,0.0117,Late Pleistocene,NA,0.1173,
524,Canis_latrans,93379,0.129,0.0117,Late Pleistocene,NA,0.1173,
525,Canis_latrans,93528,0.129,0.0117,Late Pleistocene,NA,0.1173,
526,Canis_latrans,104664,0.129,0.0117,Late Pleistocene,NA,0.1173,
528,Canis_latrans,154722,0.129,0.0117,Late Pleistocene,NA,0.1173,
529,Canis_latrans,154771,0.129,0.0117,Late Pleistocene,NA,0.1173,
531,Canis_latrans,155393,0.129,0.0117,Late Pleistocene,NA,0.1173,
532,Canis_latrans,155409,0.129,0.0117,Late Pleistocene,NA,0.1173,
534,Canis_latrans,216271,0.129,0.0117,Late Pleistocene,NA,0.1173,
535,Canis_latrans,230753,0.129,0.0117,Late Pleistocene,NA,0.1173,
536,Canis_latrans,74474,0.0117,0,Holocene,NA,0.0117,
537,Canis_latrans,79584,0.0117,0,Holocene,NA,0.0117,
538,Canis_latrans,162133,0.0117,0,Holocene,NA,0.0117,
1270,Canis_lepophagus,19965,4.7,4.1,Early Blancan,NA,0.6,Tedford says Early Blancan
540,Canis_lepophagus,19668,4.7,1.8,Blancan,NA,3.3,
541,Canis_lepophagus,19805,4.7,1.8,Blancan,NA,3.3,
542,Canis_lepophagus,19807,4.7,1.8,Blancan,NA,3.3,
543,Canis_lepophagus,19812,4.7,1.8,Blancan,NA,3.3,
544,Canis_lepophagus,19815,4.7,1.8,Blancan,NA,3.3,
545,Canis_lepophagus,19816,4.7,1.8,Blancan,NA,3.3,
546,Canis_lepophagus,19819,4.7,1.8,Blancan,NA,3.3,
547,Canis_lepophagus,19821,4.7,1.8,Blancan,NA,3.3,
548,Canis_lepophagus,19839,4.7,1.8,Blancan,NA,3.3,
549,Canis_lepophagus,19847,4.7,1.8,Blancan,NA,3.3,
550,Canis_lepophagus,19854,4.7,1.8,Blancan,NA,3.3,
551,Canis_lepophagus,19879,4.7,1.8,Blancan,NA,3.3,
552,Canis_lepophagus,19888,4.7,1.8,Blancan,NA,3.3,
553,Canis_lepophagus,19895,4.7,1.8,Blancan,NA,3.3,
554,Canis_lepophagus,19903,4.7,1.8,Blancan,NA,3.3,
572,Canis_lepophagus,19914,4.7,1.8,Blancan,NA,3.3,
555,Canis_lepophagus,19929,4.7,1.8,Blancan,NA,3.3,
556,Canis_lepophagus,19932,4.7,1.8,Blancan,NA,3.3,
557,Canis_lepophagus,19934,4.7,1.8,Blancan,NA,3.3,
558,Canis_lepophagus,19940,4.7,1.8,Blancan,NA,3.3,
559,Canis_lepophagus,19955,4.7,1.8,Blancan,NA,3.3,
560,Canis_lepophagus,19962,4.7,1.8,Blancan,NA,3.3,
561,Canis_lepophagus,19963,4.7,1.8,Blancan,NA,3.3,
563,Canis_lepophagus,19981,4.7,1.8,Blancan,NA,3.3,
564,Canis_lepophagus,20023,4.7,1.8,Blancan,NA,3.3,
565,Canis_lepophagus,20033,4.7,1.8,Blancan,NA,3.3,
566,Canis_lepophagus,20034,4.7,1.8,Blancan,NA,3.3,
567,Canis_lepophagus,20050,4.7,1.8,Blancan,NA,3.3,
568,Canis_lepophagus,20060,4.7,1.8,Blancan,NA,3.3,
569,Canis_lepophagus,20062,4.7,1.8,Blancan,NA,3.3,
570,Canis_lepophagus,20322,4.7,1.8,Blancan,NA,3.3,
1999,Canis_lepophagus,19954,3,1.8,Late Blancan,NA,2.3,
573,Canis_lupus,34926,0.774,0.129,Middle Pleistocene,NA,0.645,
574,Canis_lupus,34927,0.774,0.129,Middle Pleistocene,NA,0.645,
575,Canis_lupus,36134,0.774,0.129,Middle Pleistocene,NA,0.645,
576,Canis_lupus,36206,0.774,0.129,Middle Pleistocene,NA,0.645,
577,Canis_lupus,36214,0.774,0.129,Middle Pleistocene,NA,0.645,
578,Canis_lupus,36219,0.774,0.129,Middle Pleistocene,NA,0.645,
579,Canis_lupus,36220,0.774,0.129,Middle Pleistocene,NA,0.645,
580,Canis_lupus,40808,0.774,0.129,Middle Pleistocene,NA,0.645,
581,Canis_lupus,43008,0.774,0.129,Middle Pleistocene,NA,0.645,
582,Canis_lupus,43649,0.774,0.129,Middle Pleistocene,NA,0.645,
583,Canis_lupus,43650,0.774,0.129,Middle Pleistocene,NA,0.645,
584,Canis_lupus,43651,0.774,0.129,Middle Pleistocene,NA,0.645,
585,Canis_lupus,43653,0.774,0.129,Middle Pleistocene,NA,0.645,
586,Canis_lupus,43654,0.774,0.129,Middle Pleistocene,NA,0.645,
587,Canis_lupus,43664,0.774,0.129,Middle Pleistocene,NA,0.645,
588,Canis_lupus,43699,0.774,0.129,Middle Pleistocene,NA,0.645,
589,Canis_lupus,44090,0.774,0.129,Middle Pleistocene,NA,0.645,
590,Canis_lupus,49089,0.774,0.129,Middle Pleistocene,NA,0.645,
591,Canis_lupus,49814,0.774,0.129,Middle Pleistocene,NA,0.645,
592,Canis_lupus,49816,0.774,0.129,Middle Pleistocene,NA,0.645,
593,Canis_lupus,49999,0.774,0.129,Middle Pleistocene,NA,0.645,
594,Canis_lupus,50196,0.774,0.129,Middle Pleistocene,NA,0.645,
595,Canis_lupus,50198,0.774,0.129,Middle Pleistocene,NA,0.645,
596,Canis_lupus,50199,0.774,0.129,Middle Pleistocene,NA,0.645,
597,Canis_lupus,50249,0.774,0.129,Middle Pleistocene,NA,0.645,
598,Canis_lupus,50258,0.774,0.129,Middle Pleistocene,NA,0.645,
599,Canis_lupus,50259,0.774,0.129,Middle Pleistocene,NA,0.645,
600,Canis_lupus,51100,0.774,0.129,Middle Pleistocene,NA,0.645,
601,Canis_lupus,73761,0.774,0.129,Middle Pleistocene,NA,0.645,
602,Canis_lupus,101897,0.774,0.129,Middle Pleistocene,NA,0.645,
603,Canis_lupus,221422,0.774,0.129,Middle Pleistocene,NA,0.645,
604,Canis_lupus,221425,0.774,0.129,Middle Pleistocene,NA,0.645,
605,Canis_lupus,150336,0.21,0.014,Rancholabrean,NA,0.196,
606,Canis_lupus,150336,0.21,0.014,Rancholabrean,NA,0.196,
611,Canis_lupus,13066,0.129,0.0117,Late Pleistocene,NA,0.1173,
607,Canis_lupus,20590,0.129,0.0117,Late Pleistocene,NA,0.1173,
608,Canis_lupus,20600,0.129,0.0117,Late Pleistocene,NA,0.1173,
609,Canis_lupus,20615,0.129,0.0117,Late Pleistocene,NA,0.1173,
610,Canis_lupus,20626,0.129,0.0117,Late Pleistocene,NA,0.1173,
612,Canis_lupus,43619,0.129,0.0117,Late Pleistocene,NA,0.1173,
613,Canis_lupus,43629,0.129,0.0117,Late Pleistocene,NA,0.1173,
614,Canis_lupus,43630,0.129,0.0117,Late Pleistocene,NA,0.1173,
615,Canis_lupus,43631,0.129,0.0117,Late Pleistocene,NA,0.1173,
616,Canis_lupus,43632,0.129,0.0117,Late Pleistocene,NA,0.1173,
617,Canis_lupus,43689,0.129,0.0117,Late Pleistocene,NA,0.1173,
618,Canis_lupus,48587,0.129,0.0117,Late Pleistocene,NA,0.1173,
634,Canis_lupus,74292,0.129,0.0117,Late Pleistocene,NA,0.1173,
619,Canis_lupus,79548,0.129,0.0117,Late Pleistocene,NA,0.1173,
631,Canis_lupus,82258,0.129,0.0117,Late Pleistocene,NA,0.1173,
632,Canis_lupus,82530,0.129,0.0117,Late Pleistocene,NA,0.1173,
620,Canis_lupus,90036,0.129,0.0117,Late Pleistocene,NA,0.1173,
621,Canis_lupus,93141,0.129,0.0117,Late Pleistocene,NA,0.1173,
622,Canis_lupus,93181,0.129,0.0117,Late Pleistocene,NA,0.1173,
